143,7,2016-03-05,15,22,14,10,1075,713,0,1,1,0,0,0,0,0,5,1,3,2,9,2,1,2,5,2,2
144,7,2016-02-06,15,26,21,11,0,0,0,0,0,0,0,0,0,0,,,
145,7,2016-03-28,1,22,26,17,1051,995,1,0,0,0,0,1,1,0,4,2,3,3,7,5,5,4,2,1,5
146,7,2016-03-03,1,15,20,14,1082,948,1,0,1,0,2,3,0,0,5,3,3,1,6,6,4,2,5,3,2
147,7,2016-03-03,1,20,15,14,1062,749,0,0,0,2,2,0,0,0,5,1,3,2,6,5,0,0,4,2,5
148,4,2016-02-07,1,14,20,3,0,0,0,0,0,0,0,0,0,0,,,
149,4,2016-02-07,17,15,22,2,0,0,0,0,0,0,0,0,0,0,,,
150,5,2016-02-09,15,20,11,26,0,0,0,0,0,0,0,0,0,0,,,
151,9,2016-03-09,20,10,15,26,715,1005,0,0,0,0,0,0,1,0,2,1,5,2,6,4,5,2,0,6,2
152,9,2016-03-09,20,26,15,10,894,1035,0,1,0,0,1,1,1,0,1,5,1,4,7,4,5,3,2,2,4
153,4,2016-02-10,15,10,12,3,0,0,0,0,0,0,0,0,0,0,,,
154,4,2016-02-11,4,1,14,3,0,0,0,0,0,0,0,0,0,0,,,
155,4,2016-02-11,2,10,20,17,0,0,0,0,0,0,0,0,0,0,,,
156,7,2016-02-11,4,3,10,1,0,0,0,0,0,0,0,0,0,0,,,
157,7,2016-02-11,4,3,1,10,0,0,0,0,0,0,0,0,0,0,,,
158,4,2016-02-14,2,21,20,3,0,0,0,0,0,0,0,0,0,0,,,
159,5,2016-02-14,14,20,3,15,0,0,0,0,0,0,0,0,0,0,,,
160,5,2016-02-14,20,14,15,3,0,0,0,0,0,0,0,0,0,0,,,
161,5,2016-02-15,13,15,20,3,0,0,0,0,0,0,0,0,0,0,,,
162,5,2016-03-16,20,14,15,13,1030,374,0,0,1,0,1,0,1,0,1,2,3,1,5,2,2,2,3,1,1
163,4,2016-02-16,1,20,17,14,0,0,0,0,0,0,0,0,0,0,,,
164,9,2016-02-18,1,23,14,20,0,0,0,0,0,0,0,0,0,0,,,
165,4,2016-02-21,1,20,14,2,0,0,0,0,0,0,0,0,0,0,,,
166,5,2016-02-22,20,1,12,3,0,0,0,0,0,0,0,0,0,0,,,
167,4,2016-02-21,4,1,14,12,0,0,0,0,0,0,0,0,0,0,,,
168,4,2016-02-23,1,20,15,4,0,0,0,0,0,0,0,0,0,0,,,
169,4,2016-02-23,10,2,17,3,0,0,0,0,0,0,0,0,0,0,,,
170,4,2016-02-23,4,1,20,15,0,0,0,0,0,0,0,0,0,0,,,
171,4,2016-02-23,10,2,17,3,0,0,0,0,0,0,0,0,0,0,,,
172,1,2016-02-23,26,3,13,2,0,0,0,0,0,0,0,0,0,0,,,
173,4,2016-02-29,1,15,14,3,0,0,0,0,0,0,0,0,0,0,,,
174,4,0000-00-00,32,3,10,2,0,0,0,0,0,0,0,0,0,0,,,
175,4,0000-00-00,4,1,15,20,0,0,0,0,0,0,0,0,0,0,,,
176,4,0000-00-00,4,20,1,15,0,0,0,0,0,0,0,0,0,0,,,
177,4,0000-00-00,10,32,2,3,0,0,0,0,0,0,0,0,0,0,,,
178,4,0000-00-00,12,13,2,3,0,0,0,0,0,0,0,0,0,0,,,
179,7,0000-00-00,4,1,10,12,0,0,0,0,0,0,0,0,0,0,,,
180,6,0000-00-00,1,14,12,4,0,0,0,0,0,0,0,0,0,0,,,
181,4,2016-03-01,15,12,21,31,0,0,0,0,0,0,0,0,0,0,,,
182,7,2016-03-02,1,4,3,14,0,0,0,0,0,0,0,0,0,0,,,
183,7,2016-03-02,20,26,22,23,0,0,0,0,0,0,0,0,0,0,,,
184,7,2016-03-03,20,15,21,11,0,0,0,0,0,0,0,0,0,0,,,
185,7,2016-03-03,15,20,21,11,0,0,0,0,0,0,0,0,0,0,,,
186,5,2016-03-03,15,20,22,13,0,0,0,0,0,0,0,0,0,0,,,
187,4,2016-03-04,12,13,1,3,0,0,0,0,0,0,0,0,0,0,,,
188,7,2016-03-04,1,4,10,15,0,0,0,0,0,0,0,0,0,0,,,
189,4,2016-03-05,10,14,13,12,0,0,0,0,0,0,0,0,0,0,,,
190,4,2016-03-06,21,2,10,3,0,0,0,0,0,0,0,0,0,0,,,
191,4,2016-03-06,1,13,4,20,0,0,0,0,0,0,0,0,0,0,,,
192,4,2016-03-06,2,21,10,3,0,0,0,0,0,0,0,0,0,0,,,
193,5,2016-03-07,2,20,17,3,0,0,0,0,0,0,0,0,0,0,,,
194,8,2016-03-08,14,1,12,3,0,0,0,0,0,0,0,0,0,0,,,
195,4,2016-03-11,23,15,20,3,0,0,0,0,0,0,0,0,0,0,,,
196,4,2016-03-13,4,1,20,13,0,0,0,0,0,0,0,0,0,0,,,
197,7,2016-03-15,20,19,27,21,0,0,0,0,0,0,0,0,0,0,,,
198,6,2016-03-16,2,19,21,29,0,0,0,0,0,0,0,0,0,0,,,
199,5,2016-03-18,15,20,13,4,0,0,0,0,0,0,0,0,0,0,,,
200,4,2016-03-19,1,20,15,2,0,0,0,0,0,0,0,0,0,0,,,
201,4,2016-03-18,1,12,20,15,0,0,0,0,0,0,0,0,0,0,,,
202,5,2016-03-14,1,12,14,3,0,0,0,0,0,0,0,0,0,0,,,
203,7,2016-03-10,1,17,12,13,0,0,0,0,0,0,0,0,0,0,,,
204,7,2016-03-09,1,22,2,20,0,0,0,0,0,0,0,0,0,0,,,
208,5,2016-04-21,14,1,15,13,0,0,0,0,0,0,0,0,0,0,,,
209,4,2016-05-09,3,1,15,13,0,0,0,0,0,0,0,0,0,0,,,
210,9,2016-05-10,21,14,20,12,0,0,0,0,0,0,0,0,0,0,,,
211,9,2016-05-10,1,12,15,23,0,0,0,0,0,0,0,0,0,0,,,
212,5,2016-05-10,17,14,20,3,0,0,0,0,0,0,0,0,0,0,,,
213,4,2016-05-11,15,1,10,4,0,0,0,0,0,0,0,0,0,0,,,
214,4,2016-05-13,10,13,2,3,0,0,0,0,0,0,0,0,0,0,,,
215,7,2016-05-16,14,21,2,3,0,0,0,0,0,0,0,0,0,0,,,
216,7,2016-05-16,2,1,12,3,0,0,0,0,0,0,0,0,0,0,,,
217,4,2016-05-17,12,15,23,22,0,0,0,0,0,0,0,0,0,0,,,
218,4,2016-05-17,1,12,15,14,0,0,0,0,0,0,0,0,0,0,,,
219,4,2016-05-18,20,15,1,3,0,0,0,0,0,0,0,0,0,0,,,
220,4,2016-05-18,20,14,12,15,0,0,0,0,0,0,0,0,0,0,,,
221,4,2016-05-18,2,21,14,22,0,0,0,0,0,0,0,0,0,0,,,
222,4,2016-05-18,2,14,1,4,0,0,0,0,0,0,0,0,0,0,,,
223,5,2016-05-19,12,1,10,4,0,0,0,0,0,0,0,0,0,0,,,
224,5,2016-05-19,1,14,20,15,0,0,0,0,0,0,0,0,0,0,,,
225,4,2016-05-20,1,3,10,13,0,0,0,0,0,0,0,0,0,0,,,
226,4,2016-05-20,1,3,10,13,0,0,0,0,0,0,0,0,0,0,,,
227,5,2016-05-20,17,3,20,15,0,0,0,0,0,0,0,0,0,0,,,
228,4,2016-05-23,15,3,13,14,0,0,0,0,0,0,0,0,0,0,,,
229,6,2016-05-23,4,1,15,13,0,0,0,0,0,0,0,0,0,0,,,
230,5,2016-05-21,20,17,13,27,1018,378,0,0,0,1,2,0,1,0,2,4,1,1,7,1,3,0,5,1,2
231,4,2016-05-27,15,13,14,21,0,0,0,0,0,0,0,0,0,0,,,
232,4,2016-05-27,1,10,14,3,0,0,0,0,0,0,0,0,0,0,,,
233,4,2016-05-30,4,1,15,3,0,0,0,0,0,0,0,0,0,0,,,
234,5,2016-06-01,4,14,12,13,0,0,0,0,0,0,0,0,0,0,,,
235,4,2016-06-09,4,12,2,10,0,0,0,0,0,0,0,0,0,0,,,
237,4,2016-06-14,4,2,3,1,0,0,0,0,0,0,0,0,0,0,,,
238,7,2016-03-04,1,4,12,14,899,1085,0,2,0,0,0,1,0,0,5,1,3,3,11,1,0,4,3,1,4
239,7,2016-03-02,1,10,14,12,885,1029,0,2,0,0,1,1,0,0,4,1,3,4,8,4,3,3,4,3,2
240,4,2016-02-05,1,10,12,4,890,1072,0,0,0,0,2,3,1,0,4,2,3,2,8,3,4,1,3,6,1
241,7,2016-07-23,20,19,12,3,0,0,0,0,0,0,0,0,0,0,,,
242,1,2016-08-25,1,14,12,15,0,0,0,0,0,0,0,0,0,0,,,
243,6,2016-08-28,20,17,2,15,0,0,0,0,0,0,0,0,0,0,,,
244,4,2016-09-01,4,15,17,3,0,0,0,0,0,0,0,0,0,0,,,
245,4,2016-09-02,15,20,3,14,0,0,0,0,0,0,0,0,0,0,,,
246,4,2016-09-05,2,1,17,3,0,0,0,0,0,0,0,0,0,0,,,
247,4,2016-09-05,17,3,1,2,0,0,0,0,0,0,0,0,0,0,,,
248,4,2016-09-05,2,1,17,3,0,0,0,0,0,0,0,0,0,0,,,
249,6,2016-09-09,17,2,12,10,0,0,0,0,0,0,0,0,0,0,,,
250,4,2016-09-13,1,14,15,20,0,0,0,0,0,0,0,0,0,0,,,
251,1,2016-09-13,1,12,14,20,0,0,0,0,0,0,0,0,0,0,,,
252,1,2016-09-13,1,13,12,10,0,0,0,0,0,0,0,0,0,0,,,
253,5,2016-09-13,4,13,1,12,0,0,0,0,0,0,0,0,0,0,,,
254,4,2016-09-13,1,20,13,4,0,0,0,0,0,0,0,0,0,0,,,
255,4,2016-09-14,3,2,1,20,0,0,0,0,0,0,0,0,0,0,,,
256,4,2016-09-14,4,22,17,15,0,0,0,0,0,0,0,0,0,0,,,
257,5,2016-09-14,12,1,13,3,0,0,0,0,0,0,0,0,0,0,,,
258,4,2016-09-16,1,4,12,14,0,0,0,0,0,0,0,0,0,0,,,
259,4,2016-09-21,15,20,1,3,0,0,0,0,0,0,0,0,0,0,,,
260,4,2016-09-23,20,3,19,14,0,0,0,0,0,0,0,0,0,0,,,
261,4,2016-09-28,20,15,14,17,0,0,0,0,0,0,0,0,0,0,,,
262,4,2016-09-29,1,20,12,14,0,0,0,0,0,0,0,0,0,0,,,
263,4,2016-09-30,20,14,17,1,0,0,0,0,0,0,0,0,0,0,,,
264,4,2016-10-03,1,20,17,15,0,0,0,0,0,0,0,0,0,0,,,
265,4,2016-10-05,2,20,15,26,0,0,0,0,0,0,0,0,0,0,,,
266,4,2016-10-05,1,3,12,14,0,0,0,0,0,0,0,0,0,0,,,
267,4,2016-10-07,20,14,13,3,0,0,0,0,0,0,0,0,0,0,,,
268,4,2016-10-07,20,14,13,3,0,0,0,0,0,0,0,0,0,0,,,
269,4,2016-10-07,1,33,15,2,0,0,0,0,0,0,0,0,0,0,,,
270,4,2016-10-10,1,3,10,17,0,0,0,0,0,0,0,0,0,0,,,
271,4,2016-10-10,1,20,17,15,0,0,0,0,0,0,0,0,0,0,,,
272,5,2016-10-11,1,12,15,22,0,0,0,0,0,0,0,0,0,0,,,
273,4,2016-10-12,2,3,20,15,0,0,0,0,0,0,0,0,0,0,,,
274,4,2016-10-13,1,19,14,15,0,0,0,0,0,0,0,0,0,0,,,
275,5,2016-10-13,1,27,22,12,0,0,0,0,0,0,0,0,0,0,,,
276,4,2016-10-14,1,3,17,12,0,0,0,0,0,0,0,0,0,0,,,
277,9,2016-10-18,4,15,19,14,0,0,0,0,0,0,0,0,0,0,,,
278,9,2016-10-18,4,19,14,12,0,0,0,0,0,0,0,0,0,0,,,
279,4,2016-10-18,14,1,17,3,0,0,0,0,0,0,0,0,0,0,,,
280,4,2016-10-19,15,2,20,26,0,0,0,0,0,0,0,0,0,0,,,
281,4,2016-10-21,1,20,14,15,0,0,0,0,0,0,0,0,0,0,,,
