16,118,4,1,20,0,123,39,0,0,0,0
17,118,1,2,11,1,42,120,0,0,0,0
18,118,10,2,0,1,111,51,0,0,0,0
19,118,3,1,0,2,44,118,0,0,0,0
20,118,3,1,20,2,24,138,0,0,0,0
21,118,1,1,14,0,137,25,0,0,0,0
22,118,3,1,0,3,13,149,0,0,0,0
23,118,1,1,14,3,252,0,0,0,1,0
24,118,15,1,4,0,51,111,0,0,0,0
25,118,1,2,3,2,138,24,0,0,0,0
26,118,10,1,1,2,123,39,0,0,0,0
27,118,15,1,4,1,18,144,0,0,0,0
28,118,1,1,1,2,0,162,0,0,0,0
29,118,3,1,3,3,40,142,0,1,0,0
35,125,14,2,1,2,0,252,0,0,0,1
34,125,15,2,1,3,38,144,0,1,0,0
36,125,15,2,1,2,20,142,0,0,0,0
37,125,1,1,3,1,88,74,0,0,0,0
38,125,20,1,20,0,121,41,0,0,0,0
39,125,15,1,4,2,60,122,0,1,0,0
40,125,14,2,3,2,65,117,0,1,0,0
41,125,15,1,11,2,74,88,0,0,0,0
42,125,1,2,11,0,107,55,0,0,0,0
47,134,17,2,0,2,0,162,0,0,0,0
48,134,20,2,0,2,0,162,0,0,0,0
49,134,17,1,20,3,0,182,0,1,0,0
50,134,3,1,20,0,69,93,0,0,0,0
51,134,17,0,20,0,0,0,0,0,0,0
52,134,17,0,20,0,0,0,0,0,0,0
53,134,3,2,10,1,62,100,0,0,0,0
54,134,2,1,20,1,23,139,0,0,0,0
55,134,3,1,10,3,47,115,0,0,0,0
56,134,2,1,10,3,29,133,0,0,0,0
57,135,17,0,20,0,0,0,0,0,0,0
58,135,3,2,1,0,162,0,0,0,0,0
59,135,20,1,20,0,95,67,0,0,0,0
60,135,2,1,3,2,42,120,0,0,0,0
61,135,2,2,0,0,80,82,0,0,0,0
62,135,17,0,20,0,0,0,0,0,0,0
63,135,20,1,14,1,132,30,0,0,0,0
64,135,17,1,11,2,141,21,0,0,0,0
65,135,10,0,20,0,0,0,0,0,0,0
66,135,3,2,20,0,182,0,1,0,0,0
67,135,17,2,11,0,170,32,1,1,0,0
68,136,2,1,3,0,64,98,0,0,0,0
69,136,3,1,0,1,70,92,0,0,0,0
70,136,3,2,14,3,59,103,0,0,0,0
71,136,17,1,11,3,252,0,0,0,1,0
72,136,2,1,4,2,162,20,0,1,0,0
73,136,2,1,3,1,52,130,0,1,0,0
74,136,20,1,4,1,105,57,0,0,0,0
75,136,2,2,3,0,162,0,0,0,0,0
76,136,20,2,10,2,0,182,0,1,0,0
77,136,3,1,11,3,31,131,0,0,0,0
78,136,2,1,20,2,0,252,0,0,0,1
79,137,1,0,20,0,0,0,0,0,0,0
80,137,21,1,1,2,115,47,0,0,0,0
81,137,21,1,10,3,113,49,0,0,0,0
82,137,3,1,3,2,31,151,0,1,0,0
83,137,21,1,10,1,83,79,0,0,0,0
84,137,20,1,14,3,0,252,0,0,0,1
85,137,1,1,14,3,0,162,0,0,0,0
86,137,20,2,11,0,27,155,0,1,0,0
87,137,3,1,11,3,75,107,1,0,0,0
88,138,3,2,14,0,53,109,0,0,0,0
89,138,1,1,1,2,143,19,0,0,0,0
90,138,21,1,20,1,121,41,0,0,0,0
91,138,3,1,20,2,78,104,0,1,0,0
92,138,20,1,3,1,78,84,0,0,0,0
93,138,3,1,14,2,27,135,0,0,0,0
94,138,1,1,1,0,104,58,0,0,0,0
95,138,3,1,20,3,29,133,0,0,0,0
96,138,1,0,20,0,0,0,0,0,0,0
97,138,21,1,3,2,272,0,1,0,1,0
98,138,1,0,20,0,0,0,0,0,0,0
99,138,1,0,20,0,0,0,0,0,0,0
100,138,3,1,1,1,75,87,0,0,0,0
101,138,3,1,11,0,42,120,0,0,0,0
102,139,3,1,20,1,18,144,0,0,0,0
103,139,3,1,20,2,29,133,0,0,0,0
104,139,20,2,0,2,37,125,0,0,0,0
105,139,21,2,0,3,114,68,1,0,0,0
106,139,1,2,10,1,169,13,1,0,0,0
107,139,1,0,20,0,0,0,0,0,0,0
108,139,3,1,11,2,84,98,1,0,0,0
109,139,1,0,20,0,0,0,0,0,0,0
110,139,1,1,10,0,0,162,0,0,0,0
111,139,1,2,1,3,272,0,1,0,1,0
112,139,20,2,10,3,0,252,0,0,0,1
113,139,3,2,10,1,162,0,0,0,0,0
114,139,1,0,20,0,0,0,0,0,0,0
115,139,3,2,20,3,74,88,0,0,0,0
116,144,15,2,20,0,158,24,1,0,0,0
117,144,11,2,20,3,162,0,0,0,0,0
118,144,11,1,14,3,72,110,1,0,0,0
119,144,15,1,14,3,90,72,0,0,0,0
120,144,15,2,3,3,0,162,0,0,0,0
121,144,21,1,20,2,58,104,0,0,0,0
122,144,15,1,14,1,120,42,0,0,0,0
123,144,21,2,1,1,162,0,0,0,0,0
124,144,26,2,3,3,93,69,0,0,0,0
125,144,15,2,0,0,144,18,0,0,0,0
126,148,20,1,10,3,27,135,0,0,0,0
127,148,14,2,4,0,118,64,1,0,0,0
128,148,20,1,20,1,24,138,0,0,0,0
129,148,14,1,11,1,116,46,0,0,0,0
130,148,20,1,3,3,51,111,0,0,0,0
131,148,20,1,20,3,49,133,1,0,0,0
132,148,20,2,11,3,162,0,0,0,0,0
133,148,1,0,20,0,0,0,0,0,0,0
134,148,1,0,20,0,0,0,0,0,0,0
135,148,1,0,20,0,0,0,0,0,0,0
136,148,14,1,14,1,146,16,0,0,0,0
137,148,1,1,11,1,92,70,0,0,0,0
138,148,1,0,20,0,0,0,0,0,0,0
139,148,14,1,4,0,117,65,1,0,0,0
140,148,14,1,3,3,91,71,0,0,0,0
141,148,3,2,0,1,182,0,1,0,0,0
142,149,22,1,14,2,42,120,0,0,0,0
143,149,17,1,14,1,102,80,0,1,0,0
144,149,15,1,4,3,87,75,0,0,0,0
145,149,17,1,0,0,105,57,0,0,0,0
146,149,15,1,10,1,252,0,0,0,1,0
147,149,15,1,11,1,20,162,1,0,0,0
148,149,15,1,3,3,158,24,1,0,0,0
149,149,2,1,3,3,26,136,0,0,0,0
150,149,2,1,20,3,24,138,0,0,0,0
151,149,15,2,11,2,135,27,0,0,0,0
152,149,22,1,20,0,35,127,0,0,0,0
153,149,15,1,10,2,92,70,0,0,0,0
154,150,15,1,14,2,129,33,0,0,0,0
155,150,11,1,3,1,31,131,0,0,0,0
156,150,20,1,0,0,122,40,0,0,0,0
157,150,15,1,14,1,90,72,1,0,0,0
158,150,20,2,1,2,143,39,1,0,0,0
159,150,11,2,1,1,30,132,0,0,0,0
160,150,15,1,20,0,172,10,1,0,0,0
161,150,15,1,20,0,110,52,0,0,0,0
162,150,26,2,11,1,43,119,0,0,0,0
163,150,11,1,3,0,28,134,0,0,0,0
164,150,26,1,20,2,162,0,0,0,0,0
165,153,10,1,11,2,145,17,0,0,0,0
166,153,10,1,11,1,125,37,0,0,0,0
167,153,15,0,20,0,0,0,0,0,0,0
168,153,15,2,10,1,159,23,1,0,0,0
169,153,3,2,3,0,53,109,0,0,0,0
170,153,10,1,3,3,148,14,0,0,0,0
171,153,15,0,20,0,0,0,0,0,0,0
172,153,15,1,0,3,126,36,0,0,0,0
173,153,15,0,20,0,0,0,0,0,0,0
174,153,12,2,0,2,78,104,1,0,0,0
175,153,15,2,10,3,20,162,1,0,0,0
176,153,3,1,3,3,44,118,0,0,0,0
177,153,12,1,20,2,37,125,0,0,0,0
178,153,15,1,11,2,109,53,0,0,0,0
179,154,3,1,0,2,162,0,0,0,0,0
180,154,14,1,14,0,77,85,0,0,0,0
181,154,3,1,14,1,47,115,0,0,0,0
182,154,14,2,11,1,69,93,0,0,0,0
183,154,1,2,3,1,0,182,0,1,0,0
184,154,14,1,1,1,162,0,0,0,0,0
185,154,4,1,11,3,106,56,0,0,0,0
186,154,14,1,10,2,30,132,0,0,0,0
187,154,3,1,14,0,29,153,0,1,0,0
188,154,3,2,10,1,43,119,0,0,0,0
189,154,4,0,20,0,0,0,0,0,0,0
190,154,4,0,20,0,0,0,0,0,0,0
191,154,1,1,20,2,108,54,0,0,0,0
192,154,3,1,3,2,76,106,0,1,0,0
193,155,17,2,11,3,51,111,0,0,0,0
194,155,20,1,4,2,50,132,0,1,0,0
195,155,10,1,0,2,97,65,0,0,0,0
196,155,17,2,1,3,182,0,1,0,0,0
197,155,2,1,20,1,133,29,0,0,0,0
198,155,17,1,11,3,47,115,0,0,0,0
199,155,2,1,14,1,0,162,0,0,0,0
200,155,20,1,1,2,39,123,0,0,0,0
201,155,17,2,1,0,64,98,0,0,0,0
202,155,10,1,20,1,134,48,1,0,0,0
203,155,10,1,20,0,86,76,0,0,0,0
204,155,17,2,14,1,36,126,0,0,0,0
205,156,4,0,20,0,0,0,0,0,0,0
206,156,10,1,1,3,40,122,0,0,0,0
207,156,3,1,3,2,96,66,0,0,0,0
208,156,10,2,11,1,29,133,0,0,0,0
209,156,4,1,14,0,114,48,0,0,0,0
210,156,4,1,11,3,131,31,0,0,0,0
211,156,10,1,0,0,28,154,0,1,0,0
212,156,10,1,20,2,12,170,0,1,0,0
213,156,10,1,20,3,21,141,0,0,0,0
214,156,3,2,3,2,125,37,0,0,0,0
215,156,1,1,14,2,182,0,1,0,0,0
216,156,10,2,3,0,64,98,0,0,0,0
217,156,4,0,20,0,0,0,0,0,0,0
218,156,4,0,20,0,0,0,0,0,0,0
219,156,4,0,20,0,0,0,0,0,0,0
220,156,4,0,20,0,0,0,0,0,0,0
221,156,4,0,20,0,0,0,0,0,0,0
222,156,4,0,20,0,0,0,0,0,0,0
223,156,1,2,11,0,32,130,0,0,0,0
224,157,3,1,10,0,90,72,0,0,0,0
225,157,1,1,10,1,23,139,0,0,0,0
226,157,10,2,11,3,162,0,0,0,0,0
227,157,1,1,4,2,17,165,0,1,0,0
228,157,4,1,20,0,0,162,0,0,0,0
229,157,4,0,20,0,0,0,0,0,0,0
230,157,1,1,1,3,56,106,0,0,0,0
231,157,1,1,20,2,162,0,0,0,0,0
232,157,4,0,20,0,0,0,0,0,0,0
233,157,4,0,20,0,0,0,0,0,0,0
234,157,1,1,20,3,162,0,0,0,0,0
235,157,1,1,14,1,75,87,0,0,0,0
236,157,10,1,4,0,61,101,0,0,0,0
237,157,4,0,20,0,0,0,0,0,0,0
238,157,4,0,20,0,0,0,0,0,0,0
239,157,3,1,14,2,138,44,1,0,0,0
240,157,4,0,20,0,0,0,0,0,0,0
241,157,4,0,20,0,0,0,0,0,0,0
242,157,1,1,3,1,33,129,0,0,0,0
243,158,21,1,10,1,133,29,0,0,0,0
244,158,2,0,20,0,0,0,0,0,0,0
245,158,2,1,3,0,113,69,1,0,0,0
246,158,2,1,20,2,103,79,0,1,0,0
247,158,3,1,1,3,52,110,0,0,0,0
248,158,21,1,11,3,114,48,0,0,0,0
249,158,21,1,3,2,128,34,0,0,0,0
250,158,2,1,14,0,148,14,0,0,0,0
251,158,21,2,4,0,252,0,0,0,1,0
252,159,20,2,14,2,110,52,0,0,0,0
253,159,15,1,10,2,162,0,0,0,0,0
254,159,14,2,1,2,122,40,0,0,0,0
255,159,20,1,4,2,130,32,0,0,0,0
256,159,20,2,14,3,87,75,0,0,0,0
257,159,20,1,14,0,117,45,0,0,0,0
258,159,14,2,14,2,95,67,0,0,0,0
259,159,3,1,20,1,38,144,1,0,0,0
260,159,3,1,3,3,27,155,0,1,0,0
261,159,14,0,20,0,0,0,0,0,0,0
262,159,15,2,10,3,162,0,0,0,0,0
263,160,20,0,20,0,0,0,0,0,0,0
264,160,20,1,0,1,125,37,0,0,0,0
265,160,20,0,20,0,0,0,0,0,0,0
266,160,20,0,20,0,0,0,0,0,0,0
267,160,15,1,20,3,162,0,0,0,0,0
268,160,20,1,4,1,118,64,1,0,0,0
269,160,20,0,20,0,0,0,0,0,0,0
270,160,14,1,4,1,148,14,0,0,0,0
271,160,20,0,20,0,0,0,0,0,0,0
272,160,15,2,10,1,48,134,1,0,0,0
273,160,20,1,20,1,111,51,0,0,0,0
274,160,20,2,1,0,105,57,0,0,0,0
